name,m_dry_t,isp_s,outbound_kind,dv_outbound_km_s,dv_inbound_km_s,out_burn_yr,out_m_prop_t,in_burn_yr,in_m_prop_t,delivered_t,feasible_prop,round_trip_yr,cumulative_reactor_burn_yr,L0_05_compliant,L0_09_compliant,reactor_life_compliant
VariantB_impulsive,55.0,2000.0,chemical,0.0,6.42,0.0,nan,1.3349564514924903,71.18411331938415,128.81588668061585,True,14.006671605952267,1.3349564514924903,True,True,True
VariantB_continuous_thrust,55.0,2000.0,chemical,0.0,24.7,0.0,nan,3.4247991776720696,182.62115778157553,17.378842218424467,True,16.096514332131846,3.4247991776720696,False,False,True
ArchE_impulsive,55.0,2934.0,electric,9.0,6.42,0.8151932842400519,20.1983710822976,2.058199925324311,50.99684535798477,149.00315464201523,True,15.545108364024141,2.873393209564363,False,True,True
ArchE_continuous_thrust,55.0,2934.0,electric,29.56,24.7,3.981563773616358,98.65280313528021,5.929860506453368,146.9265329967271,53.073467003272896,True,22.5831394345295,9.911424280069726,False,True,True
