grid_voltage_V,hydrogen_species,isp_H_s,isp_O_s,isp_avg_s,thrust_per_kw_mN,electrical_kw_for_1p5_N,chunk_delivery_fraction
100.0,H+,14110.070214238649,3541.429096859828,4723.80725973157,17.269395754912722,86.85885836933736,0.9133242370853832
300.0,H+,24439.358509425616,6133.935127163984,8181.87417901779,9.970490287841042,150.4439557831215,0.949001334637569
1000.0,H+,44619.95982189414,11198.982118070113,14937.990168390354,5.461062440036714,274.67182740908487,0.971736523319894
3000.0,H+,77284.03744320261,19397.206021552756,25873.357934616462,3.152945869816551,475.7455604803247,0.9835832817193384
10000.0,H+,141100.7021423865,35414.29096859828,47238.0725973157,1.726939575491272,868.5885836933737,0.99097454340086
