grid_voltage_V,hydrogen_species,isp_H_s,isp_O_s,isp_avg_s,thrust_per_kw_mN,electrical_kw_for_1p5_N,chunk_delivery_fraction
100.0,H2+,9976.831382709319,3541.429096859828,4261.350564751695,19.14353109387697,78.35545034216663,0.9043819124842701
300.0,H2+,17280.37885340019,6133.935127163984,7380.875687012264,11.052522830289842,135.71562104257276,0.9436256536146578
1000.0,H2+,31549.51100080848,11198.982118070113,13475.57369306019,6.053716071490589,247.78169016946632,0.9687177304473725
3000.0,H2+,54645.35600735351,19397.206021552756,23340.378297518826,3.4951146034726546,429.17047655880555,0.9818179726908971
10000.0,H2+,99768.31382709318,35414.29096859828,42613.50564751695,1.9143531093876973,783.5545034216663,0.989999982208924
