min_point,launches_per_mission,ship_reuse_missions,clearing_price_m_per_t,n_missions,nre_b,per_mission_cost_b,conditional_revenue_per_mission_b,conditional_cashflow_per_mission_b,conditional_program_npv0_b,conjunction_posterior_uniform,expected_revenue_per_mission_b,conjunction_weighted_cashflow_b,conjunction_weighted_npv0_b
H2a_no_aerocapture,5,15,2.5,50,3.0,1.5433333333333334,0.1051,-1.4382333333333335,-74.91166666666668,0.0016687499999999999,0.00017538562499999996,-1.5431579477083335,-80.15789738541667
H2a_no_aerocapture,5,15,10,10,0.5,1.5433333333333334,0.4204,-1.1229333333333336,-11.729333333333336,0.0016687499999999999,0.0007015424999999998,-1.5426317908333333,-15.926317908333333
H2a_no_aerocapture,5,15,10,10,1.0,1.5433333333333334,0.4204,-1.1229333333333336,-12.229333333333336,0.0016687499999999999,0.0007015424999999998,-1.5426317908333333,-16.42631790833333
H2a_no_aerocapture,5,15,10,10,3.0,1.5433333333333334,0.4204,-1.1229333333333336,-14.229333333333336,0.0016687499999999999,0.0007015424999999998,-1.5426317908333333,-18.42631790833333
H2a_no_aerocapture,5,15,10,25,0.5,1.5433333333333334,0.4204,-1.1229333333333336,-28.573333333333338,0.0016687499999999999,0.0007015424999999998,-1.5426317908333333,-39.065794770833335
H2a_no_aerocapture,5,15,10,25,1.0,1.5433333333333334,0.4204,-1.1229333333333336,-29.073333333333338,0.0016687499999999999,0.0007015424999999998,-1.5426317908333333,-39.565794770833335
H2a_no_aerocapture,5,15,10,25,3.0,1.5433333333333334,0.4204,-1.1229333333333336,-31.073333333333338,0.0016687499999999999,0.0007015424999999998,-1.5426317908333333,-41.565794770833335
H2a_no_aerocapture,5,15,10,50,0.5,1.5433333333333334,0.4204,-1.1229333333333336,-56.646666666666675,0.0016687499999999999,0.0007015424999999998,-1.5426317908333333,-77.63158954166667
H2a_no_aerocapture,5,15,10,50,1.0,1.5433333333333334,0.4204,-1.1229333333333336,-57.146666666666675,0.0016687499999999999,0.0007015424999999998,-1.5426317908333333,-78.13158954166667
H2a_no_aerocapture,5,15,10,50,3.0,1.5433333333333334,0.4204,-1.1229333333333336,-59.146666666666675,0.0016687499999999999,0.0007015424999999998,-1.5426317908333333,-80.13158954166667
H2a_no_aerocapture,5,15,25,10,0.5,1.5433333333333334,1.051,-0.4923333333333335,-5.423333333333336,0.0016687499999999999,0.0017538562499999997,-1.5415794770833335,-15.915794770833335
H2a_no_aerocapture,5,15,25,10,1.0,1.5433333333333334,1.051,-0.4923333333333335,-5.923333333333336,0.0016687499999999999,0.0017538562499999997,-1.5415794770833335,-16.415794770833337
H2a_no_aerocapture,5,15,25,10,3.0,1.5433333333333334,1.051,-0.4923333333333335,-7.923333333333336,0.0016687499999999999,0.0017538562499999997,-1.5415794770833335,-18.415794770833337
H2a_no_aerocapture,5,15,25,25,0.5,1.5433333333333334,1.051,-0.4923333333333335,-12.808333333333337,0.0016687499999999999,0.0017538562499999997,-1.5415794770833335,-39.03948692708334
H2a_no_aerocapture,5,15,25,25,1.0,1.5433333333333334,1.051,-0.4923333333333335,-13.308333333333337,0.0016687499999999999,0.0017538562499999997,-1.5415794770833335,-39.53948692708334
H2a_no_aerocapture,5,15,25,25,3.0,1.5433333333333334,1.051,-0.4923333333333335,-15.308333333333337,0.0016687499999999999,0.0017538562499999997,-1.5415794770833335,-41.53948692708334
H2a_no_aerocapture,5,15,25,50,0.5,1.5433333333333334,1.051,-0.4923333333333335,-25.116666666666674,0.0016687499999999999,0.0017538562499999997,-1.5415794770833335,-77.57897385416668
H2a_no_aerocapture,5,15,25,50,1.0,1.5433333333333334,1.051,-0.4923333333333335,-25.616666666666674,0.0016687499999999999,0.0017538562499999997,-1.5415794770833335,-78.07897385416668
H2a_no_aerocapture,5,15,25,50,3.0,1.5433333333333334,1.051,-0.4923333333333335,-27.616666666666674,0.0016687499999999999,0.0017538562499999997,-1.5415794770833335,-80.07897385416668
H2a_no_aerocapture,5,15,100,10,0.5,1.5433333333333334,4.204,2.6606666666666663,26.106666666666662,0.0016687499999999999,0.007015424999999999,-1.5363179083333334,-15.863179083333334
H2a_no_aerocapture,5,15,100,10,1.0,1.5433333333333334,4.204,2.6606666666666663,25.606666666666662,0.0016687499999999999,0.007015424999999999,-1.5363179083333334,-16.363179083333335
H2a_no_aerocapture,5,15,100,10,3.0,1.5433333333333334,4.204,2.6606666666666663,23.606666666666662,0.0016687499999999999,0.007015424999999999,-1.5363179083333334,-18.363179083333335
H2a_no_aerocapture,5,15,100,25,0.5,1.5433333333333334,4.204,2.6606666666666663,66.01666666666665,0.0016687499999999999,0.007015424999999999,-1.5363179083333334,-38.90794770833333
H2a_no_aerocapture,5,15,100,25,1.0,1.5433333333333334,4.204,2.6606666666666663,65.51666666666665,0.0016687499999999999,0.007015424999999999,-1.5363179083333334,-39.40794770833333
H2a_no_aerocapture,5,15,100,25,3.0,1.5433333333333334,4.204,2.6606666666666663,63.51666666666665,0.0016687499999999999,0.007015424999999999,-1.5363179083333334,-41.40794770833333
H2a_no_aerocapture,5,15,100,50,0.5,1.5433333333333334,4.204,2.6606666666666663,132.5333333333333,0.0016687499999999999,0.007015424999999999,-1.5363179083333334,-77.31589541666666
H2a_no_aerocapture,5,15,100,50,1.0,1.5433333333333334,4.204,2.6606666666666663,132.0333333333333,0.0016687499999999999,0.007015424999999999,-1.5363179083333334,-77.81589541666666
H2a_no_aerocapture,5,15,100,50,3.0,1.5433333333333334,4.204,2.6606666666666663,130.0333333333333,0.0016687499999999999,0.007015424999999999,-1.5363179083333334,-79.81589541666666
H2a_no_aerocapture,5,25,2.5,10,0.5,1.526,0.1051,-1.4209,-14.709,0.0016687499999999999,0.00017538562499999996,-1.525824614375,-15.75824614375
H2a_no_aerocapture,5,25,2.5,10,1.0,1.526,0.1051,-1.4209,-15.209,0.0016687499999999999,0.00017538562499999996,-1.525824614375,-16.25824614375
H2a_no_aerocapture,5,25,2.5,10,3.0,1.526,0.1051,-1.4209,-17.209,0.0016687499999999999,0.00017538562499999996,-1.525824614375,-18.25824614375
H2a_no_aerocapture,5,25,2.5,25,0.5,1.526,0.1051,-1.4209,-36.0225,0.0016687499999999999,0.00017538562499999996,-1.525824614375,-38.645615359375
H2a_no_aerocapture,5,25,2.5,25,1.0,1.526,0.1051,-1.4209,-36.5225,0.0016687499999999999,0.00017538562499999996,-1.525824614375,-39.145615359375
H2a_no_aerocapture,5,25,2.5,25,3.0,1.526,0.1051,-1.4209,-38.5225,0.0016687499999999999,0.00017538562499999996,-1.525824614375,-41.145615359375
H2a_no_aerocapture,5,25,2.5,50,0.5,1.526,0.1051,-1.4209,-71.545,0.0016687499999999999,0.00017538562499999996,-1.525824614375,-76.79123071875
H2a_no_aerocapture,5,25,2.5,50,1.0,1.526,0.1051,-1.4209,-72.045,0.0016687499999999999,0.00017538562499999996,-1.525824614375,-77.29123071875
H2a_no_aerocapture,5,25,2.5,50,3.0,1.526,0.1051,-1.4209,-74.045,0.0016687499999999999,0.00017538562499999996,-1.525824614375,-79.29123071875
H2a_no_aerocapture,5,25,10,10,0.5,1.526,0.4204,-1.1056,-11.556,0.0016687499999999999,0.0007015424999999998,-1.5252984575,-15.752984575
H2a_no_aerocapture,5,25,10,10,1.0,1.526,0.4204,-1.1056,-12.056,0.0016687499999999999,0.0007015424999999998,-1.5252984575,-16.252984575
H2a_no_aerocapture,5,25,10,10,3.0,1.526,0.4204,-1.1056,-14.056,0.0016687499999999999,0.0007015424999999998,-1.5252984575,-18.252984575
H2a_no_aerocapture,5,25,10,25,0.5,1.526,0.4204,-1.1056,-28.139999999999997,0.0016687499999999999,0.0007015424999999998,-1.5252984575,-38.6324614375
H2a_no_aerocapture,5,25,10,25,1.0,1.526,0.4204,-1.1056,-28.639999999999997,0.0016687499999999999,0.0007015424999999998,-1.5252984575,-39.1324614375
H2a_no_aerocapture,5,25,10,25,3.0,1.526,0.4204,-1.1056,-30.639999999999997,0.0016687499999999999,0.0007015424999999998,-1.5252984575,-41.1324614375
H2a_no_aerocapture,5,25,10,50,0.5,1.526,0.4204,-1.1056,-55.779999999999994,0.0016687499999999999,0.0007015424999999998,-1.5252984575,-76.764922875
H2a_no_aerocapture,5,25,10,50,1.0,1.526,0.4204,-1.1056,-56.279999999999994,0.0016687499999999999,0.0007015424999999998,-1.5252984575,-77.264922875
H2a_no_aerocapture,5,25,10,50,3.0,1.526,0.4204,-1.1056,-58.279999999999994,0.0016687499999999999,0.0007015424999999998,-1.5252984575,-79.264922875
H2a_no_aerocapture,5,25,25,10,0.5,1.526,1.051,-0.4750000000000001,-5.250000000000001,0.0016687499999999999,0.0017538562499999997,-1.5242461437500001,-15.742461437500001
H2a_no_aerocapture,5,25,25,10,1.0,1.526,1.051,-0.4750000000000001,-5.750000000000001,0.0016687499999999999,0.0017538562499999997,-1.5242461437500001,-16.2424614375
H2a_no_aerocapture,5,25,25,10,3.0,1.526,1.051,-0.4750000000000001,-7.750000000000001,0.0016687499999999999,0.0017538562499999997,-1.5242461437500001,-18.2424614375
H2a_no_aerocapture,5,25,25,25,0.5,1.526,1.051,-0.4750000000000001,-12.375000000000002,0.0016687499999999999,0.0017538562499999997,-1.5242461437500001,-38.60615359375
H2a_no_aerocapture,5,25,25,25,1.0,1.526,1.051,-0.4750000000000001,-12.875000000000002,0.0016687499999999999,0.0017538562499999997,-1.5242461437500001,-39.10615359375
H2a_no_aerocapture,5,25,25,25,3.0,1.526,1.051,-0.4750000000000001,-14.875000000000002,0.0016687499999999999,0.0017538562499999997,-1.5242461437500001,-41.10615359375
H2a_no_aerocapture,5,25,25,50,0.5,1.526,1.051,-0.4750000000000001,-24.250000000000004,0.0016687499999999999,0.0017538562499999997,-1.5242461437500001,-76.7123071875
H2a_no_aerocapture,5,25,25,50,1.0,1.526,1.051,-0.4750000000000001,-24.750000000000004,0.0016687499999999999,0.0017538562499999997,-1.5242461437500001,-77.2123071875
H2a_no_aerocapture,5,25,25,50,3.0,1.526,1.051,-0.4750000000000001,-26.750000000000004,0.0016687499999999999,0.0017538562499999997,-1.5242461437500001,-79.2123071875
H2a_no_aerocapture,5,25,100,10,0.5,1.526,4.204,2.678,26.28,0.0016687499999999999,0.007015424999999999,-1.518984575,-15.68984575
H2a_no_aerocapture,5,25,100,10,1.0,1.526,4.204,2.678,25.78,0.0016687499999999999,0.007015424999999999,-1.518984575,-16.18984575
H2a_no_aerocapture,5,25,100,10,3.0,1.526,4.204,2.678,23.78,0.0016687499999999999,0.007015424999999999,-1.518984575,-18.18984575
H2a_no_aerocapture,5,25,100,25,0.5,1.526,4.204,2.678,66.45,0.0016687499999999999,0.007015424999999999,-1.518984575,-38.474614375
H2a_no_aerocapture,5,25,100,25,1.0,1.526,4.204,2.678,65.95,0.0016687499999999999,0.007015424999999999,-1.518984575,-38.974614375
H2a_no_aerocapture,5,25,100,25,3.0,1.526,4.204,2.678,63.95,0.0016687499999999999,0.007015424999999999,-1.518984575,-40.974614375
H2a_no_aerocapture,5,25,100,50,0.5,1.526,4.204,2.678,133.4,0.0016687499999999999,0.007015424999999999,-1.518984575,-76.44922875
H2a_no_aerocapture,5,25,100,50,1.0,1.526,4.204,2.678,132.9,0.0016687499999999999,0.007015424999999999,-1.518984575,-76.94922875
H2a_no_aerocapture,5,25,100,50,3.0,1.526,4.204,2.678,130.9,0.0016687499999999999,0.007015424999999999,-1.518984575,-78.94922875
H2a_no_aerocapture,8,5,2.5,10,0.5,2.53,0.1051,-2.4248999999999996,-24.748999999999995,0.0016687499999999999,0.00017538562499999996,-2.529824614375,-25.79824614375
H2a_no_aerocapture,8,5,2.5,10,1.0,2.53,0.1051,-2.4248999999999996,-25.248999999999995,0.0016687499999999999,0.00017538562499999996,-2.529824614375,-26.29824614375
H2a_no_aerocapture,8,5,2.5,10,3.0,2.53,0.1051,-2.4248999999999996,-27.248999999999995,0.0016687499999999999,0.00017538562499999996,-2.529824614375,-28.29824614375
H2a_no_aerocapture,8,5,2.5,25,0.5,2.53,0.1051,-2.4248999999999996,-61.12249999999999,0.0016687499999999999,0.00017538562499999996,-2.529824614375,-63.745615359374995
H2a_no_aerocapture,8,5,2.5,25,1.0,2.53,0.1051,-2.4248999999999996,-61.62249999999999,0.0016687499999999999,0.00017538562499999996,-2.529824614375,-64.245615359375
H2a_no_aerocapture,8,5,2.5,25,3.0,2.53,0.1051,-2.4248999999999996,-63.62249999999999,0.0016687499999999999,0.00017538562499999996,-2.529824614375,-66.245615359375
H2a_no_aerocapture,8,5,2.5,50,0.5,2.53,0.1051,-2.4248999999999996,-121.74499999999998,0.0016687499999999999,0.00017538562499999996,-2.529824614375,-126.99123071874999
H2a_no_aerocapture,8,5,2.5,50,1.0,2.53,0.1051,-2.4248999999999996,-122.24499999999998,0.0016687499999999999,0.00017538562499999996,-2.529824614375,-127.49123071874999
H2a_no_aerocapture,8,5,2.5,50,3.0,2.53,0.1051,-2.4248999999999996,-124.24499999999998,0.0016687499999999999,0.00017538562499999996,-2.529824614375,-129.49123071875
H2a_no_aerocapture,8,5,10,10,0.5,2.53,0.4204,-2.1096,-21.596,0.0016687499999999999,0.0007015424999999998,-2.5292984575,-25.792984575
H2a_no_aerocapture,8,5,10,10,1.0,2.53,0.4204,-2.1096,-22.096,0.0016687499999999999,0.0007015424999999998,-2.5292984575,-26.292984575
H2a_no_aerocapture,8,5,10,10,3.0,2.53,0.4204,-2.1096,-24.096,0.0016687499999999999,0.0007015424999999998,-2.5292984575,-28.292984575
H2a_no_aerocapture,8,5,10,25,0.5,2.53,0.4204,-2.1096,-53.239999999999995,0.0016687499999999999,0.0007015424999999998,-2.5292984575,-63.7324614375
H2a_no_aerocapture,8,5,10,25,1.0,2.53,0.4204,-2.1096,-53.739999999999995,0.0016687499999999999,0.0007015424999999998,-2.5292984575,-64.2324614375
H2a_no_aerocapture,8,5,10,25,3.0,2.53,0.4204,-2.1096,-55.739999999999995,0.0016687499999999999,0.0007015424999999998,-2.5292984575,-66.2324614375
H2a_no_aerocapture,8,5,10,50,0.5,2.53,0.4204,-2.1096,-105.97999999999999,0.0016687499999999999,0.0007015424999999998,-2.5292984575,-126.964922875
H2a_no_aerocapture,8,5,10,50,1.0,2.53,0.4204,-2.1096,-106.47999999999999,0.0016687499999999999,0.0007015424999999998,-2.5292984575,-127.464922875
H2a_no_aerocapture,8,5,10,50,3.0,2.53,0.4204,-2.1096,-108.47999999999999,0.0016687499999999999,0.0007015424999999998,-2.5292984575,-129.464922875
H2a_no_aerocapture,8,5,25,10,0.5,2.53,1.051,-1.4789999999999999,-15.29,0.0016687499999999999,0.0017538562499999997,-2.5282461437499997,-25.782461437499997
H2a_no_aerocapture,8,5,25,10,1.0,2.53,1.051,-1.4789999999999999,-15.79,0.0016687499999999999,0.0017538562499999997,-2.5282461437499997,-26.282461437499997
H2a_no_aerocapture,8,5,25,10,3.0,2.53,1.051,-1.4789999999999999,-17.79,0.0016687499999999999,0.0017538562499999997,-2.5282461437499997,-28.282461437499997
H2a_no_aerocapture,8,5,25,25,0.5,2.53,1.051,-1.4789999999999999,-37.474999999999994,0.0016687499999999999,0.0017538562499999997,-2.5282461437499997,-63.70615359374999
H2a_no_aerocapture,8,5,25,25,1.0,2.53,1.051,-1.4789999999999999,-37.974999999999994,0.0016687499999999999,0.0017538562499999997,-2.5282461437499997,-64.20615359374999
H2a_no_aerocapture,8,5,25,25,3.0,2.53,1.051,-1.4789999999999999,-39.974999999999994,0.0016687499999999999,0.0017538562499999997,-2.5282461437499997,-66.20615359374999
H2a_no_aerocapture,8,5,25,50,0.5,2.53,1.051,-1.4789999999999999,-74.44999999999999,0.0016687499999999999,0.0017538562499999997,-2.5282461437499997,-126.91230718749998
H2a_no_aerocapture,8,5,25,50,1.0,2.53,1.051,-1.4789999999999999,-74.94999999999999,0.0016687499999999999,0.0017538562499999997,-2.5282461437499997,-127.41230718749998
H2a_no_aerocapture,8,5,25,50,3.0,2.53,1.051,-1.4789999999999999,-76.94999999999999,0.0016687499999999999,0.0017538562499999997,-2.5282461437499997,-129.41230718749998
H2a_no_aerocapture,8,5,100,10,0.5,2.53,4.204,1.674,16.24,0.0016687499999999999,0.007015424999999999,-2.5229845749999997,-25.729845749999996
H2a_no_aerocapture,8,5,100,10,1.0,2.53,4.204,1.674,15.739999999999998,0.0016687499999999999,0.007015424999999999,-2.5229845749999997,-26.229845749999996
H2a_no_aerocapture,8,5,100,10,3.0,2.53,4.204,1.674,13.739999999999998,0.0016687499999999999,0.007015424999999999,-2.5229845749999997,-28.229845749999996
H2a_no_aerocapture,8,5,100,25,0.5,2.53,4.204,1.674,41.35,0.0016687499999999999,0.007015424999999999,-2.5229845749999997,-63.574614374999996
H2a_no_aerocapture,8,5,100,25,1.0,2.53,4.204,1.674,40.85,0.0016687499999999999,0.007015424999999999,-2.5229845749999997,-64.074614375
H2a_no_aerocapture,8,5,100,25,3.0,2.53,4.204,1.674,38.85,0.0016687499999999999,0.007015424999999999,-2.5229845749999997,-66.074614375
H2a_no_aerocapture,8,5,100,50,0.5,2.53,4.204,1.674,83.2,0.0016687499999999999,0.007015424999999999,-2.5229845749999997,-126.64922874999999
H2a_no_aerocapture,8,5,100,50,1.0,2.53,4.204,1.674,82.7,0.0016687499999999999,0.007015424999999999,-2.5229845749999997,-127.14922874999999
H2a_no_aerocapture,8,5,100,50,3.0,2.53,4.204,1.674,80.7,0.0016687499999999999,0.007015424999999999,-2.5229845749999997,-129.14922875
H2a_no_aerocapture,8,15,2.5,10,0.5,2.4433333333333334,0.1051,-2.338233333333333,-23.88233333333333,0.0016687499999999999,0.00017538562499999996,-2.4431579477083334,-24.931579477083332
H2a_no_aerocapture,8,15,2.5,10,1.0,2.4433333333333334,0.1051,-2.338233333333333,-24.38233333333333,0.0016687499999999999,0.00017538562499999996,-2.4431579477083334,-25.431579477083332
H2a_no_aerocapture,8,15,2.5,10,3.0,2.4433333333333334,0.1051,-2.338233333333333,-26.38233333333333,0.0016687499999999999,0.00017538562499999996,-2.4431579477083334,-27.431579477083332
H2a_no_aerocapture,8,15,2.5,25,0.5,2.4433333333333334,0.1051,-2.338233333333333,-58.95583333333333,0.0016687499999999999,0.00017538562499999996,-2.4431579477083334,-61.57894869270834
H2a_no_aerocapture,8,15,2.5,25,1.0,2.4433333333333334,0.1051,-2.338233333333333,-59.45583333333333,0.0016687499999999999,0.00017538562499999996,-2.4431579477083334,-62.07894869270834
H2a_no_aerocapture,8,15,2.5,25,3.0,2.4433333333333334,0.1051,-2.338233333333333,-61.45583333333333,0.0016687499999999999,0.00017538562499999996,-2.4431579477083334,-64.07894869270834
H2a_no_aerocapture,8,15,2.5,50,0.5,2.4433333333333334,0.1051,-2.338233333333333,-117.41166666666666,0.0016687499999999999,0.00017538562499999996,-2.4431579477083334,-122.65789738541667
H2a_no_aerocapture,8,15,2.5,50,1.0,2.4433333333333334,0.1051,-2.338233333333333,-117.91166666666666,0.0016687499999999999,0.00017538562499999996,-2.4431579477083334,-123.15789738541667
H2a_no_aerocapture,8,15,2.5,50,3.0,2.4433333333333334,0.1051,-2.338233333333333,-119.91166666666666,0.0016687499999999999,0.00017538562499999996,-2.4431579477083334,-125.15789738541667
H2a_no_aerocapture,8,15,10,10,0.5,2.4433333333333334,0.4204,-2.0229333333333335,-20.729333333333336,0.0016687499999999999,0.0007015424999999998,-2.4426317908333335,-24.926317908333335
H2a_no_aerocapture,8,15,10,10,1.0,2.4433333333333334,0.4204,-2.0229333333333335,-21.229333333333336,0.0016687499999999999,0.0007015424999999998,-2.4426317908333335,-25.426317908333335
H2a_no_aerocapture,8,15,10,10,3.0,2.4433333333333334,0.4204,-2.0229333333333335,-23.229333333333336,0.0016687499999999999,0.0007015424999999998,-2.4426317908333335,-27.426317908333335
H2a_no_aerocapture,8,15,10,25,0.5,2.4433333333333334,0.4204,-2.0229333333333335,-51.07333333333334,0.0016687499999999999,0.0007015424999999998,-2.4426317908333335,-61.565794770833335
H2a_no_aerocapture,8,15,10,25,1.0,2.4433333333333334,0.4204,-2.0229333333333335,-51.57333333333334,0.0016687499999999999,0.0007015424999999998,-2.4426317908333335,-62.065794770833335
H2a_no_aerocapture,8,15,10,25,3.0,2.4433333333333334,0.4204,-2.0229333333333335,-53.57333333333334,0.0016687499999999999,0.0007015424999999998,-2.4426317908333335,-64.06579477083334
H2a_no_aerocapture,8,15,10,50,0.5,2.4433333333333334,0.4204,-2.0229333333333335,-101.64666666666668,0.0016687499999999999,0.0007015424999999998,-2.4426317908333335,-122.63158954166667
H2a_no_aerocapture,8,15,10,50,1.0,2.4433333333333334,0.4204,-2.0229333333333335,-102.14666666666668,0.0016687499999999999,0.0007015424999999998,-2.4426317908333335,-123.13158954166667
H2a_no_aerocapture,8,15,10,50,3.0,2.4433333333333334,0.4204,-2.0229333333333335,-104.14666666666668,0.0016687499999999999,0.0007015424999999998,-2.4426317908333335,-125.13158954166667
H2a_no_aerocapture,8,15,25,10,0.5,2.4433333333333334,1.051,-1.3923333333333334,-14.423333333333334,0.0016687499999999999,0.0017538562499999997,-2.4415794770833332,-24.915794770833333
H2a_no_aerocapture,8,15,25,10,1.0,2.4433333333333334,1.051,-1.3923333333333334,-14.923333333333334,0.0016687499999999999,0.0017538562499999997,-2.4415794770833332,-25.415794770833333
H2a_no_aerocapture,8,15,25,10,3.0,2.4433333333333334,1.051,-1.3923333333333334,-16.923333333333332,0.0016687499999999999,0.0017538562499999997,-2.4415794770833332,-27.415794770833333
H2a_no_aerocapture,8,15,25,25,0.5,2.4433333333333334,1.051,-1.3923333333333334,-35.30833333333334,0.0016687499999999999,0.0017538562499999997,-2.4415794770833332,-61.53948692708333
H2a_no_aerocapture,8,15,25,25,1.0,2.4433333333333334,1.051,-1.3923333333333334,-35.80833333333334,0.0016687499999999999,0.0017538562499999997,-2.4415794770833332,-62.03948692708333
H2a_no_aerocapture,8,15,25,25,3.0,2.4433333333333334,1.051,-1.3923333333333334,-37.80833333333334,0.0016687499999999999,0.0017538562499999997,-2.4415794770833332,-64.03948692708333
H2a_no_aerocapture,8,15,25,50,0.5,2.4433333333333334,1.051,-1.3923333333333334,-70.11666666666667,0.0016687499999999999,0.0017538562499999997,-2.4415794770833332,-122.57897385416666
H2a_no_aerocapture,8,15,25,50,1.0,2.4433333333333334,1.051,-1.3923333333333334,-70.61666666666667,0.0016687499999999999,0.0017538562499999997,-2.4415794770833332,-123.07897385416666
H2a_no_aerocapture,8,15,25,50,3.0,2.4433333333333334,1.051,-1.3923333333333334,-72.61666666666667,0.0016687499999999999,0.0017538562499999997,-2.4415794770833332,-125.07897385416666
H2a_no_aerocapture,8,15,100,10,0.5,2.4433333333333334,4.204,1.7606666666666664,17.106666666666662,0.0016687499999999999,0.007015424999999999,-2.4363179083333333,-24.863179083333332
H2a_no_aerocapture,8,15,100,10,1.0,2.4433333333333334,4.204,1.7606666666666664,16.606666666666662,0.0016687499999999999,0.007015424999999999,-2.4363179083333333,-25.363179083333332
H2a_no_aerocapture,8,15,100,10,3.0,2.4433333333333334,4.204,1.7606666666666664,14.606666666666662,0.0016687499999999999,0.007015424999999999,-2.4363179083333333,-27.363179083333332
H2a_no_aerocapture,8,15,100,25,0.5,2.4433333333333334,4.204,1.7606666666666664,43.51666666666666,0.0016687499999999999,0.007015424999999999,-2.4363179083333333,-61.40794770833333
H2a_no_aerocapture,8,15,100,25,1.0,2.4433333333333334,4.204,1.7606666666666664,43.01666666666666,0.0016687499999999999,0.007015424999999999,-2.4363179083333333,-61.90794770833333
H2a_no_aerocapture,8,15,100,25,3.0,2.4433333333333334,4.204,1.7606666666666664,41.01666666666666,0.0016687499999999999,0.007015424999999999,-2.4363179083333333,-63.90794770833333
H2a_no_aerocapture,8,15,100,50,0.5,2.4433333333333334,4.204,1.7606666666666664,87.53333333333332,0.0016687499999999999,0.007015424999999999,-2.4363179083333333,-122.31589541666666
H2a_no_aerocapture,8,15,100,50,1.0,2.4433333333333334,4.204,1.7606666666666664,87.03333333333332,0.0016687499999999999,0.007015424999999999,-2.4363179083333333,-122.81589541666666
H2a_no_aerocapture,8,15,100,50,3.0,2.4433333333333334,4.204,1.7606666666666664,85.03333333333332,0.0016687499999999999,0.007015424999999999,-2.4363179083333333,-124.81589541666666
H2a_no_aerocapture,8,25,2.5,10,0.5,2.4259999999999997,0.1051,-2.3208999999999995,-23.708999999999996,0.0016687499999999999,0.00017538562499999996,-2.4258246143749997,-24.758246143749997
H2a_no_aerocapture,8,25,2.5,10,1.0,2.4259999999999997,0.1051,-2.3208999999999995,-24.208999999999996,0.0016687499999999999,0.00017538562499999996,-2.4258246143749997,-25.258246143749997
H2a_no_aerocapture,8,25,2.5,10,3.0,2.4259999999999997,0.1051,-2.3208999999999995,-26.208999999999996,0.0016687499999999999,0.00017538562499999996,-2.4258246143749997,-27.258246143749997
H2a_no_aerocapture,8,25,2.5,25,0.5,2.4259999999999997,0.1051,-2.3208999999999995,-58.52249999999999,0.0016687499999999999,0.00017538562499999996,-2.4258246143749997,-61.14561535937499
H2a_no_aerocapture,8,25,2.5,25,1.0,2.4259999999999997,0.1051,-2.3208999999999995,-59.02249999999999,0.0016687499999999999,0.00017538562499999996,-2.4258246143749997,-61.64561535937499
H2a_no_aerocapture,8,25,2.5,25,3.0,2.4259999999999997,0.1051,-2.3208999999999995,-61.02249999999999,0.0016687499999999999,0.00017538562499999996,-2.4258246143749997,-63.64561535937499
H2a_no_aerocapture,8,25,2.5,50,0.5,2.4259999999999997,0.1051,-2.3208999999999995,-116.54499999999997,0.0016687499999999999,0.00017538562499999996,-2.4258246143749997,-121.79123071874999
H2a_no_aerocapture,8,25,2.5,50,1.0,2.4259999999999997,0.1051,-2.3208999999999995,-117.04499999999997,0.0016687499999999999,0.00017538562499999996,-2.4258246143749997,-122.29123071874999
H2a_no_aerocapture,8,25,2.5,50,3.0,2.4259999999999997,0.1051,-2.3208999999999995,-119.04499999999997,0.0016687499999999999,0.00017538562499999996,-2.4258246143749997,-124.29123071874999
H2a_no_aerocapture,8,25,10,10,0.5,2.4259999999999997,0.4204,-2.0056,-20.555999999999997,0.0016687499999999999,0.0007015424999999998,-2.4252984575,-24.752984575
H2a_no_aerocapture,8,25,10,10,1.0,2.4259999999999997,0.4204,-2.0056,-21.055999999999997,0.0016687499999999999,0.0007015424999999998,-2.4252984575,-25.252984575
H2a_no_aerocapture,8,25,10,10,3.0,2.4259999999999997,0.4204,-2.0056,-23.055999999999997,0.0016687499999999999,0.0007015424999999998,-2.4252984575,-27.252984575
H2a_no_aerocapture,8,25,10,25,0.5,2.4259999999999997,0.4204,-2.0056,-50.63999999999999,0.0016687499999999999,0.0007015424999999998,-2.4252984575,-61.1324614375
H2a_no_aerocapture,8,25,10,25,1.0,2.4259999999999997,0.4204,-2.0056,-51.13999999999999,0.0016687499999999999,0.0007015424999999998,-2.4252984575,-61.6324614375
H2a_no_aerocapture,8,25,10,25,3.0,2.4259999999999997,0.4204,-2.0056,-53.13999999999999,0.0016687499999999999,0.0007015424999999998,-2.4252984575,-63.6324614375
H2a_no_aerocapture,8,25,10,50,0.5,2.4259999999999997,0.4204,-2.0056,-100.77999999999999,0.0016687499999999999,0.0007015424999999998,-2.4252984575,-121.764922875
H2a_no_aerocapture,8,25,10,50,1.0,2.4259999999999997,0.4204,-2.0056,-101.27999999999999,0.0016687499999999999,0.0007015424999999998,-2.4252984575,-122.264922875
H2a_no_aerocapture,8,25,10,50,3.0,2.4259999999999997,0.4204,-2.0056,-103.27999999999999,0.0016687499999999999,0.0007015424999999998,-2.4252984575,-124.264922875
H2a_no_aerocapture,8,25,25,10,0.5,2.4259999999999997,1.051,-1.3749999999999998,-14.249999999999998,0.0016687499999999999,0.0017538562499999997,-2.4242461437499996,-24.742461437499998
