label,dv_exit_kms,isp_exit_s,dv_inbound_kms,isp_inbound_s,electrolyser_t,tankage_t_est,boiloff_t_est,p_chem_t,m_collected_effective_t,m_initial_t,m_after_chem_t,m_after_inbound_t,m_delivered_t,delivered_fraction,p_chem_required_at_residence_t,earth_departure_lift_mass_t,verdict
A4a — chemical exit (LOX/LH2 from electrolysed water) + electric inbound,7.4,450.0,24.7,5000.0,5.0,14.312112133826009,28.624224267652018,286.24224267652016,152.06366595591015,352.06366595591015,65.82142327938999,39.77368679674463,-160.22631320325536,-0.8011315660162768,,,
A4b — chemical exit (Earth-brought LOX/LH2) + electric inbound,7.4,450.0,24.7,5000.0,,,,,,,,,nan,nan,1739.0374331550797,2723.742611164467,"infeasible — 1700+ t of Earth-brought cryogen at residence, ~2700 t Earth departure"
