isp_exit_s,isp_inbound_s,dv_exit_kms,dv_inbound_kms,m_delivered_t,delivered_fraction
5000.0,5000.0,7.4,24.7,7.8479366162615065,0.039239683081307535
6000.0,5000.0,7.4,24.7,13.142240433623499,0.06571120216811749
7000.0,5000.0,7.4,24.7,17.006252569708806,0.08503126284854404
8000.0,5000.0,7.4,24.7,19.950162851413864,0.09975081425706932
9000.0,5000.0,7.4,24.7,22.26745407468505,0.11133727037342524
