r_residence_km,v_circ_kms,dv_direct_kms,dv_bielliptic_low_1p5Rs_kms,dv_bielliptic_low_1p0Rs_kms,dv_bielliptic_high_hill_kms,min_dv_kms
95000.0,19.981883110247114,8.276766986018242,8.481529921801101,10.10326808257047,9.29519833587067,8.276766986018242
100000.0,19.475930529759033,8.067194565262412,8.471935072236246,10.039615056772938,9.084020729116947,8.067194565262412
105000.0,19.006562024732403,7.872775764729596,8.457023824305747,9.974209292856134,8.888036605649912,7.872775764729596
110000.0,18.56957115087133,7.691768218143068,8.437759289513384,9.907665248026799,8.705500788222018,7.691768218143068
115000.0,18.16139886395462,7.522697721117325,8.414925450372454,9.840463250391998,8.53493657749968,7.522697721117325
117000.0,18.005504144210445,7.458124013896931,8.404940469870109,9.813485507376257,8.46977455396846,7.458124013896931
