target,r_p_R_saturn,r_p_km,r_a_km,v_p_hyperbolic_kms,v_p_ellipse_kms,soi_dv_kms,orbit_period_days,ring_zone_at_periapsis,tau_at_periapsis
r_a = r_titan,2.7634869733754632,166549.8329113924,1208547.0,22.024699650692988,20.00812370414645,2.0165759465465385,6.731668481140481,G-ring,1e-06
r_a = 3 r_titan,2.7634869733754632,166549.8329113924,3625641.0,22.024699650692988,20.86837056932272,1.1563290813702665,30.828903135053864,G-ring,1e-06
r_a = 6 r_titan,2.7634869733754632,166549.8329113924,7251282.0,22.024699650692988,21.101345006953277,0.9233546437397102,84.34090798552886,G-ring,1e-06
r_a = r_titan,2.8031016312790213,168937.32911392406,1208547.0,21.878074806362214,19.849015009238503,2.029059797123711,6.749207762739482,G-ring,1e-06
r_a = 3 r_titan,2.8031016312790213,168937.32911392406,3625641.0,21.878074806362214,20.713865876686015,1.1642089296761995,30.858021714307032,G-ring,1e-06
r_a = 6 r_titan,2.8031016312790213,168937.32911392406,7251282.0,21.878074806362214,20.948336789255656,0.9297380171065583,84.38163008678578,G-ring,1e-06
r_a = r_titan,2.8427162891825795,171324.8253164557,1208547.0,21.734588377518982,19.693167871157936,2.041420506361046,6.766762250730689,G-ring,1e-06
r_a = 3 r_titan,2.8427162891825795,171324.8253164557,3625641.0,21.734588377518982,20.56256271102957,1.1720256664894109,30.887149455505387,G-ring,1e-06
r_a = 6 r_titan,2.8427162891825795,171324.8253164557,7251282.0,21.734588377518982,20.798516231469257,0.9360721460497246,84.42235873984934,G-ring,1e-06
r_a = r_titan,2.882330947086138,173712.32151898736,1208547.0,21.594131640817228,19.540471086040984,2.0536605547762434,6.78433193195311,G-ring,1e-06
r_a = 3 r_titan,2.882330947086138,173712.32151898736,3625641.0,21.594131640817228,20.41435107484379,1.179780565973438,30.916286355767994,G-ring,1e-06
r_a = 6 r_titan,2.882330947086138,173712.32151898736,7251282.0,21.594131640817228,20.651773608671967,0.9423580321452611,84.46309394366574,G-ring,1e-06
r_a = r_titan,2.921945604989696,176099.817721519,1208547.0,21.456601059839,19.39081871902631,2.0657823408126887,6.801916793279873,Outside E-ring,0.0
r_a = 3 r_titan,2.921945604989696,176099.817721519,3625641.0,21.456601059839,20.26912620067724,1.1874748591617603,30.945432412216665,Outside E-ring,0.0
r_a = 6 r_titan,2.921945604989696,176099.817721519,7251282.0,21.456601059839,20.508004416900064,0.9485966429389343,84.5038356971817,Outside E-ring,0.0
r_a = r_titan,2.9615602628932542,178487.31392405066,1208547.0,21.321897971482326,19.24410978682953,2.077788184652796,6.819516821618075,Outside E-ring,0.0
r_a = 3 r_titan,2.9615602628932542,178487.31392405066,3625641.0,21.321897971482326,20.126788235494168,1.195109735988158,30.974587621975882,Outside E-ring,0.0
r_a = 6 r_titan,2.9615602628932542,178487.31392405066,7251282.0,21.321897971482326,20.367109057931668,0.954788913550658,84.5445839993445,Outside E-ring,0.0
r_a = r_titan,3.0011749207968124,180874.81012658228,1208547.0,21.189928295208627,19.10024796340397,2.089680331804658,6.837132003908622,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.0011749207968124,180874.81012658228,3625641.0,21.189928295208627,19.98724194801312,1.202686347195506,31.003751982172858,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.0011749207968124,180874.81012658228,7251282.0,21.189928295208627,20.228992547025886,0.9609357481827416,84.58533884910177,E-ring (diffuse),1e-06
r_a = r_titan,3.040789578700371,183262.30632911396,1208547.0,21.06060226320668,18.95914130672833,2.1014609564783484,6.854762327126108,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.040789578700371,183262.30632911396,3625641.0,21.06060226320668,19.85039645707481,1.2102058061318672,31.03292548993751,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.040789578700371,183262.30632911396,7251282.0,21.06060226320668,20.09356424166759,0.9670380215390892,84.62610024540186,E-ring (diffuse),1e-06
r_a = r_titan,3.0804042366039286,185649.80253164558,1208547.0,20.933834169718065,18.820702004951276,2.113132164766789,6.872407778278645,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.0804042366039286,185649.80253164558,3625641.0,20.933834169718065,19.716164979276204,1.2176691904418604,31.06210814240246,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.0804042366039286,185649.80253164558,7251282.0,20.933834169718065,19.960737589556565,0.9730965801614992,84.66686818719347,E-ring (diffuse),1e-06
r_a = r_titan,3.120018894507487,188037.29873417722,1208547.0,20.80954213793685,18.684846140291924,2.1246959976449276,6.890068344407736,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.120018894507487,188037.29873417722,3625641.0,20.80954213793685,19.584464594276135,1.225077543660717,31.091299936703,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.120018894507487,188037.29873417722,7251282.0,20.80954213793685,19.83042989424777,0.9791122436890802,84.70764267342585,E-ring (diffuse),1e-06
r_a = r_titan,3.1596335524110453,190424.79493670887,1208547.0,20.687647903046056,18.55149346924629,2.136154433799767,6.907744012588131,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.1596335524110453,190424.79493670887,3625641.0,20.687647903046056,19.455216026328287,1.2324318767177687,31.12050086997713,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.1596335524110453,190424.79493670887,7251282.0,20.687647903046056,19.702562097000012,0.9850858060460439,84.7484237030488,E-ring (diffuse),1e-06
r_a = r_titan,3.1992482103146034,192812.29113924052,1208547.0,20.56807661008727,18.420567217784463,2.1475093923028084,6.925434769927675,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.1992482103146034,192812.29113924052,3625641.0,20.56807661008727,19.328343440731686,1.2397331693555849,31.149710939365526,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.1992482103146034,192812.29113924052,7251282.0,20.56807661008727,19.577058573524514,0.9910180365627568,84.78921127501258,E-ring (diffuse),1e-06
r_a = r_titan,3.238862868218162,195199.78734177217,1208547.0,20.450756625480047,18.291993890344486,2.1587627351355607,6.943140603567179,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.238862868218162,195199.78734177217,3625641.0,20.450756625480047,19.20377425400956,1.2469823714704873,31.178930142011577,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.238862868218162,195199.78734177217,7251282.0,20.450756625480047,19.45384694444534,0.9969096810347082,84.83000538826795,E-ring (diffuse),1e-06
r_a = r_titan,3.27847752612172,197587.28354430382,1208547.0,20.335619361115008,18.16570309153712,2.169916269577886,6.960861500680272,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.27847752612172,197587.28354430382,3625641.0,20.335619361115008,19.081438956735308,1.2541804043796994,31.208158475061307,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.27847752612172,197587.28354430382,7251282.0,20.335619361115008,19.332857898391623,1.0027614627233845,84.87080604176622,E-ring (diffuse),1e-06
r_a = r_titan,3.318092184025278,199974.77974683547,1208547.0,20.222599110041575,18.04162735957329,2.1809717504682844,6.978597448473266,E-ring (diffuse),1e-06
