target,r_p_R_saturn,r_p_km,r_a_km,v_p_hyperbolic_kms,v_p_ellipse_kms,soi_dv_kms,orbit_period_days,ring_zone_at_periapsis,tau_at_periapsis
r_a = 3 r_titan,3.318092184025278,199974.77974683547,3625641.0,20.222599110041575,18.961270948021575,1.2613281620199999,31.237395935663436,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.318092184025278,199974.77974683547,7251282.0,20.222599110041575,19.214025026738515,1.0085740833030599,84.91161323445911,E-ring (diffuse),1e-06
r_a = r_titan,3.3577068419288363,202362.27594936712,1208547.0,20.111632892857916,17.919702010513586,2.19193088234433,6.996348434185008,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.3577068419288363,202362.27594936712,3625641.0,20.111632892857916,18.843206380775605,1.2684265120823106,31.266642520969352,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.3577068419288363,202362.27594936712,7251282.0,20.111632892857916,19.097284669100997,1.0143482237569188,84.95242696529895,E-ring (diffuse),1e-06
r_a = r_titan,3.3973214998323944,204749.77215189874,1208547.0,20.00266031398917,17.799864992518092,2.202795321471079,7.014114445086765,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.3973214998323944,204749.77215189874,3625641.0,20.00266031398917,18.727184016902754,1.275476297086417,31.2958982281331,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.3973214998323944,204749.77215189874,7251282.0,20.00266031398917,18.982575768763336,1.020084545225835,84.99324723323856,E-ring (diffuse),1e-06
r_a = r_titan,3.4369361577359525,207137.2683544304,1208547.0,19.89562342711055,17.682056749346057,2.2135666777644936,7.0318954684820545,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.4369361577359525,207137.2683544304,3625641.0,19.89562342711055,18.61314509171092,1.282478335399631,31.32516305431141,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.4369361577359525,207137.2683544304,7251282.0,19.89562342711055,18.869839737297706,1.0257836898128438,85.03407403723118,E-ring (diffuse),1e-06
r_a = r_titan,3.4765508156395106,209524.76455696204,1208547.0,19.790466609035644,17.56622009241912,2.2242465166165246,7.049691491706539,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.4765508156395106,209524.76455696204,3625641.0,19.790466609035644,18.501033186832792,1.2894334222028512,31.354436996663647,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.4765508156395106,209524.76455696204,7251282.0,19.790466609035644,18.759020327689583,1.03144628134606,85.07490737623063,E-ring (diffuse),1e-06
r_a = r_titan,3.516165473543069,211912.26075949369,1208547.0,19.68713644144792,17.45230008081999,2.234836360627927,7.06750250212787,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.516165473543069,211912.26075949369,3625641.0,19.68713644144792,18.390794111040446,1.296342330407473,31.383720052351826,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.516165473543069,211912.26075949369,7251282.0,19.68713644144792,18.650063515345227,1.0370729261026916,85.1157472491912,E-ring (diffuse),1e-06
r_a = r_titan,3.5557801314466273,214299.75696202533,1208547.0,19.58558159990547,17.340243908650997,2.2453376912544734,7.085328487145562,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.5557801314466273,214299.75696202533,3625641.0,19.58558159990547,18.282375788379493,1.3032058115259773,31.413012218540626,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.5557801314466273,214299.75696202533,7251282.0,19.58558159990547,18.542917386408966,1.0426642134965043,85.15659365506771,E-ring (diffuse),1e-06
r_a = r_titan,3.5953947893501854,216687.25316455698,1208547.0,19.485752749596433,17.23000079922461,2.255751950371824,7.103169434190863,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.5953947893501854,216687.25316455698,3625641.0,19.485752749596433,18.17572815309726,1.3100245964991721,31.442313492397354,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.5953947893501854,216687.25316455698,7251282.0,19.485752749596433,18.43753203286545,1.048220716730981,85.19744659281545,E-ring (diffuse),1e-06
r_a = r_titan,3.635009447253744,219074.74936708863,1208547.0,19.38760244736522,17.121521905601238,2.2660805417639835,7.121025330726608,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.635009447253744,219074.74936708863,3625641.0,19.38760244736522,18.070803050882542,1.3167993964826792,31.471623871091982,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.635009447253744,219074.74936708863,7251282.0,19.38760244736522,18.33385945394495,1.053742993420272,85.2383060613902,E-ring (diffuse),1e-06
r_a = r_titan,3.674624105157302,221462.24556962028,1208547.0,19.29108504956873,17.01476021702897,2.276324832539757,7.138896164247103,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.674624105157302,221462.24556962028,3625641.0,19.29108504956873,17.96755414597373,1.3235309035949996,31.5009433517971,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.674624105157302,221462.24556962028,7251282.0,19.29108504956873,18.23185346338893,1.0592315861797985,85.27917205974832,E-ring (diffuse),1e-06
r_a = r_titan,3.71423876306086,223849.74177215193,1208547.0,19.196156625356995,16.909670470875398,2.2864861544815973,7.156781922277982,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.71423876306086,223849.74177215193,3625641.0,19.196156625356995,17.865936833727424,1.3302197916295704,31.53027193168793,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.71423876306086,223849.74177215193,7251282.0,19.196156625356995,18.131469602168593,1.0646870231884016,85.32004458684655,E-ring (diffuse),1e-06
r_a = r_titan,3.7538534209644183,226237.23797468355,1208547.0,19.10277487500502,16.806209069674384,2.296565805330637,7.174682592376076,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.7538534209644183,226237.23797468355,3625641.0,19.10277487500502,17.76590815827223,1.3368667167327928,31.55960960794233,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.7538534209644183,226237.23797468355,7251282.0,19.10277487500502,18.032665056281456,1.0701098187235658,85.36092364164223,E-ring (diffuse),1e-06
r_a = r_titan,3.7934680788679764,228624.7341772152,1208547.0,19.010899052951757,16.70433400294014,2.306565050011617,7.192598162129298,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.7934680788679764,228624.7341772152,3625641.0,19.010899052951757,17.667426734901685,1.3434723180500718,31.58895637774078,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.7934680788679764,228624.7341772152,7251282.0,19.010899052951757,17.93539857928034,1.0755004736714184,85.40180922309314,E-ring (diffuse),1e-06
r_a = r_titan,3.8330827367715345,231012.23037974685,1208547.0,18.920489895229036,16.60400477342787,2.316485121801165,7.210528619156492,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.8330827367715345,231012.23037974685,3625641.0,18.920489895229036,17.57045267688736,1.3500372183416758,31.61831223826637,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.8330827367715345,231012.23037974685,7251282.0,18.920489895229036,17.839630419216235,1.080859476012801,85.44270133015762,E-ring (diffuse),1e-06
r_a = r_titan,3.8726973946750927,233399.7265822785,1208547.0,18.831509550987654,16.505182327545093,2.3263272234425614,7.228473951107323,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.8726973946750927,233399.7265822785,3625641.0,18.831509550987654,17.47494752641755,1.3565620245701027,31.64767718670484,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.8726973946750927,233399.7265822785,7251282.0,18.831509550987654,17.745322249700727,1.0861873012869268,85.48359996179444,E-ring (diffuse),1e-06
r_a = r_titan,3.9123120525786512,235787.22278481015,1208547.0,18.74392151784999,16.40782898964001,2.3360925282099814,7.246434145662142,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.9123120525786512,235787.22278481015,3625641.0,18.74392151784999,17.380874189389417,1.3630473284605742,31.677051220244486,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.9123120525786512,235787.22278481015,7251282.0,18.74392151784999,17.652437104816272,1.0914844130337187,85.5245051169629,E-ring (diffuse),1e-06
r_a = r_titan,3.9519267104822093,238174.7189873418,1208547.0,18.65769058083919,16.311908399914145,2.3457821809250454,7.264409190531851,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.9519267104822093,238174.7189873418,3625641.0,18.65769058083919,17.28819687380303,1.3694937070361597,31.706434336076263,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.9519267104822093,238174.7189873418,7251282.0,18.65769058083919,17.560939317623035,1.0967512632161558,85.56541679462282,E-ring (diffuse),1e-06
r_a = r_titan,3.9915413683857675,240562.21518987344,1208547.0,18.572782754653314,16.217385455725125,2.355397298928189,7.2823990734578,E-ring (diffuse),1e-06
r_a = 3 r_titan,3.9915413683857675,240562.21518987344,3625641.0,18.572782754653314,17.196881031524455,1.3759017231288588,31.735826531393702,E-ring (diffuse),1e-06
r_a = 6 r_titan,3.9915413683857675,240562.21518987344,7251282.0,18.572782754653314,17.47079446202973,1.1019882926235844,85.60633499373446,E-ring (diffuse),1e-06
r_a = r_titan,4.031156026289326,242949.7113924051,1208547.0,18.489165229070245,16.124226256062848,2.3649389730073977,7.300403782211629,E-ring (diffuse),1e-06
r_a = 3 r_titan,4.031156026289326,242949.7113924051,3625641.0,18.489165229070245,17.106893303202195,1.38227192586805,31.765227803392957,E-ring (diffuse),1e-06
r_a = 6 r_titan,4.031156026289326,242949.7113924051,7251282.0,18.489165229070245,17.38196929781306,1.1071959312571842,85.64725971325863,E-ring (diffuse),1e-06
r_a = r_titan,4.070770684192884,245337.20759493674,1208547.0,18.40680631728461,16.032398048998104,2.374408268286505,7.318423304595179,E-ring (diffuse),1e-06
r_a = 3 r_titan,4.070770684192884,245337.20759493674,3625641.0,18.40680631728461,17.018201466137207,1.3886048511474023,31.794638149272746,E-ring (diffuse),1e-06
r_a = 6 r_titan,4.070770684192884,245337.20759493674,7251282.0,18.40680631728461,17.29443171858621,1.1123745986983984,85.6881909521566,E-ring (diffuse),1e-06
r_a = r_titan,4.110385342096442,247724.70379746836,1208547.0,18.325675406992545,15.941869181917298,2.383806225075247,7.336457628440343,E-ring (diffuse),1e-06
r_a = 3 r_titan,4.110385342096442,247724.70379746836,3625641.0,18.325675406992545,16.930774384921005,1.39490102207154,31.824057566234405,E-ring (diffuse),1e-06
r_a = 6 r_titan,4.110385342096442,247724.70379746836,7251282.0,18.325675406992545,17.208150702531174,1.1175247044613705,85.7291287093902,E-ring (diffuse),1e-06
r_a = r_titan,4.15,250112.2,1208547.0,18.245742914053206,15.852609054370179,2.3931338596830276,7.35450674160894,E-ring (diffuse),1e-06
r_a = 3 r_titan,4.15,250112.2,3625641.0,18.245742914053206,16.84458196466986,1.4011609493833461,31.853486051481855,E-ring (diffuse),1e-06
r_a = 6 r_titan,4.15,250112.2,7251282.0,18.245742914053206,17.12309626572311,1.1226466483300968,85.77007298392166,E-ring (diffuse),1e-06
