tolerance_deg,viable_fraction,policy_skip_effective_cadence_yr,policy_skip_deliv_frac_per_ship,policy_skip_annualised_deliv_frac,policy_fly_effective_cadence_yr,policy_fly_deliv_frac_per_ship,policy_fly_annualised_deliv_frac,baseline_annualised_deliv_frac_for_ref
2.0,0.0,inf,0.218,0.0,1.0351406151716092,0.155,0.1497381106762037,0.21059940727362844
5.0,0.0,inf,0.218,0.0,1.0351406151716092,0.155,0.1497381106762037,0.21059940727362844
10.0,0.06896551724137931,15.009538919988334,0.218,0.014524097053353684,1.0351406151716092,0.15934482758620688,0.15393544147602609,0.21059940727362844
15.0,0.10344827586206896,10.006359279992223,0.218,0.021786145580030527,1.0351406151716092,0.16151724137931034,0.1560341068759373,0.21059940727362844
30.0,0.1724137931034483,6.003815567995334,0.218,0.036310242633384206,1.0351406151716092,0.16586206896551725,0.1602314376757597,0.21059940727362844
