tolerance_deg,cruise_dv_required_kms,jupiter_ga_saving_kms,net_benefit_kms,net_positive
2.0,0.37197292322044434,2.5,2.1280270767795555,1
5.0,0.928941087077975,2.5,1.571058912922025,1
10.0,1.8508123715733222,2.5,0.6491876284266778,1
15.0,2.758597856369932,2.5,-0.2585978563699318,0
30.0,5.329201827626757,2.5,-2.8292018276267568,0
