v_inf_saturn_initial_kms,iapetus_dv_kms,iapetus_v_inf_after_kms,iapetus_turn_deg,iapetus_bound_after
4.0,7.404072322358957e-05,3.999663382157367,0.9759143303594872,False
5.44,2.9010148267616387e-05,5.439901050994389,0.5289215546370842,False
7.0,1.2234047584769314e-05,6.999966669841296,0.30272998682702057,False
