label,breakeven_m_per_t,breakeven_per_kg,per_mission_cost_b,p_price_above_breakeven
launches=3_reuse=5,24.500475737392954,24500.475737392953,1.0299999999999998,0.15566702224739004
launches=3_reuse=15,22.438947034570248,22438.947034570247,0.9433333333333332,0.1699361683223768
launches=3_reuse=25,22.026641294005707,22026.641294005705,0.9259999999999999,0.1730508236361108
launches=5_reuse=5,38.772597526165555,38772.597526165555,1.63,0.09419190403999778
launches=5_reuse=15,36.71106882334285,36711.06882334285,1.5433333333333334,0.10039280363167546
launches=5_reuse=25,36.29876308277831,36298.76308277831,1.526,0.10171103911525847
launches=8_reuse=5,60.18078020932445,60180.78020932445,2.53,0.05418839287013322
launches=8_reuse=15,58.11925150650175,58119.25150650175,2.4433333333333334,0.05676461507428909
launches=8_reuse=25,57.70694576593719,57706.94576593719,2.4259999999999997,0.05730249164551404
